0.00039903,0.000186239,0.000239687,0.000103185,0.000201326,0.00016296,0.000219484,0.000228485,0.000129327,0.000161316,0.000153149,0.000183713,0.000161606,8.58E-05,0.000175318,0.000149122,0.000242828,0.000209127,0.000147006,0.000109417,0.000194378,0.000164374,0.000169355,0.00018746,6.57E-05,6.83E-05,0.000146382,0.00020646,0.000148844,0.000240992,0.000125882,0.000165368,0.000133189,0.000201234,0.000243894,0.000239398,0.000233708,0.000149886,6.07E-05,8.72E-05,0.0001686,0.000116596,0.000141972,0.000142526,9.54E-05,0.000157529,0.000170683,0.000102316,0.000172144,0.000113961
0.000186239,0.00042463,0.000326229,0.000116895,0.00019567,0.000168779,0.000264954,0.000269327,0.000156939,0.000183395,0.000185892,0.000200868,0.000189318,9.47E-05,0.000201042,0.000180862,0.000279354,0.000262928,0.000164382,0.000124213,0.000254622,0.000221717,0.000208619,0.000227647,7.13E-05,8.71E-05,0.000140975,0.000277062,0.000168667,0.000367399,0.000156316,0.000181031,0.000174273,0.000224556,0.000328747,0.000288557,0.000329432,0.00016774,6.92E-05,9.82E-05,0.000199386,0.000134005,0.000163118,0.000149902,0.000104881,0.00023439,0.000212258,0.000117951,0.000218216,0.000125774
0.000239687,0.000326229,0.001317663,0.000123368,0.000249943,0.000225646,0.000348514,0.000371411,0.000201263,0.000223818,0.000246911,0.000263609,0.000238607,0.00011591,0.000300365,0.000220031,0.000394654,0.000320888,0.000214889,0.000150888,0.000308473,0.000264301,0.000270826,0.000278919,8.82E-05,0.000104478,0.000205609,0.000391573,0.00019904,0.000532449,0.000214019,0.000263684,0.000221346,0.000290735,0.000475674,0.000403326,0.000425833,0.000207177,7.77E-05,0.000129539,0.000240894,0.000156908,0.000208852,0.000272993,0.000122925,0.000282633,0.00028689,0.000136042,0.000267941,0.000155797
0.000103185,0.000116895,0.000123368,0.000257569,0.000121477,0.000102986,0.000140118,0.000138035,0.000109853,0.000100887,0.00010044,0.000123091,0.000109861,7.20E-05,0.000104445,0.000106363,0.000142538,0.000133654,9.71E-05,0.000140315,0.000117637,0.000107195,0.000122531,0.000123064,6.10E-05,6.82E-05,8.80E-05,0.00011247,0.000107175,0.000144062,0.000121313,0.000103632,9.81E-05,0.000113937,0.000131441,0.000148972,0.000132297,0.000104684,5.99E-05,0.000100534,0.000109981,8.52E-05,0.000102705,6.68E-05,7.46E-05,0.000103586,0.000123525,9.31E-05,0.000117618,0.000101008
0.000201326,0.00019567,0.000249943,0.000121477,0.000563879,0.000185963,0.000235647,0.000242503,0.000151734,0.000175716,0.000170817,0.000199361,0.000215324,9.03E-05,0.000192616,0.000177089,0.000232261,0.000215748,0.000158061,0.000139368,0.000207865,0.000172125,0.000194764,0.000205854,7.62E-05,8.64E-05,0.000164794,0.000206942,0.000184527,0.000255787,0.000126742,0.000270735,0.000168539,0.000200257,0.000255948,0.000264139,0.00023834,0.000161539,7.40E-05,0.000106115,0.000182217,0.000142605,0.000183602,0.000161033,0.00010442,0.000163851,0.000212184,0.000118596,0.000202544,0.000126068
0.00016296,0.000168779,0.000225646,0.000102986,0.000185963,0.00048284,0.00018527,0.000187457,0.00013725,0.000147312,0.00015375,0.000186569,0.000154089,9.70E-05,0.000157867,0.000154089,0.000223963,0.000193311,0.000121371,0.000125477,0.000152604,0.000149184,0.000162534,0.000162729,6.95E-05,8.15E-05,0.000129995,0.000167889,0.000152856,0.000226747,0.000133381,0.000160409,0.000142494,0.000169329,0.0002337,0.000229246,0.000216418,0.000147322,6.99E-05,8.38E-05,0.000149082,0.000110658,0.000139271,0.00012453,9.04E-05,0.000147989,0.000163947,0.000107141,0.000150579,0.000114398
0.000219484,0.000264954,0.000348514,0.000140118,0.000235647,0.00018527,0.000939537,0.000795584,0.000250429,0.000241699,0.000284948,0.000271953,0.000250694,0.000133852,0.000346419,0.000248776,0.000375817,0.000755485,0.000328279,0.000150511,0.000780409,0.000233513,0.000360608,0.000587262,9.79E-05,0.000125267,0.000172171,0.00026574,0.000203338,0.000404689,0.000219802,0.000206214,0.000212574,0.000258172,0.000302386,0.000493718,0.000327173,0.000216756,9.06E-05,0.000174229,0.000208676,0.000181834,0.000242484,0.000217133,0.000168071,0.000208604,0.000372623,0.000160034,0.000638911,0.000187452
0.000228485,0.000269327,0.000371411,0.000138035,0.000242503,0.000187457,0.000795584,0.001034143,0.000255747,0.000249959,0.000280197,0.00029396,0.000256588,0.000141316,0.000358077,0.000228152,0.000392312,0.00066861,0.000326526,0.000160413,0.000687785,0.000237285,0.000354062,0.000561724,0.000104441,0.000129016,0.000187245,0.00028174,0.000208998,0.000440526,0.000232119,0.000211855,0.000227308,0.000265179,0.000314606,0.000494735,0.000346709,0.000220371,9.85E-05,0.000170177,0.000223752,0.000186585,0.000244515,0.000273179,0.000172847,0.000220144,0.000383358,0.000158246,0.00058541,0.000192888
0.000129327,0.000156939,0.000201263,0.000109853,0.000151734,0.00013725,0.000250429,0.000255747,0.000301994,0.000150482,0.000161279,0.000163765,0.000147387,0.00010432,0.000175635,0.000152318,0.000217299,0.0002632,0.000153566,0.000111118,0.000238805,0.000146932,0.000189162,0.000214199,8.03E-05,9.09E-05,0.00013064,0.000162373,0.00013301,0.000213931,0.000138732,0.000119602,0.000147249,0.000164812,0.000196559,0.000246551,0.000190508,0.000137794,7.69E-05,0.000107522,0.000146167,0.000124523,0.000140895,0.00014048,0.000121725,0.000134925,0.00022251,0.000118077,0.000213786,0.000131134
0.000161316,0.000183395,0.000223818,0.000100887,0.000175716,0.000147312,0.000241699,0.000249959,0.000150482,0.000305742,0.000161171,0.000185737,0.000154309,9.64E-05,0.000180242,0.000160463,0.000234715,0.000222504,0.000150372,0.000107836,0.000215174,0.000178269,0.000177934,0.000201776,7.63E-05,8.41E-05,0.000131748,0.000206314,0.000162358,0.000248087,0.000123966,0.000147199,0.000158347,0.000202041,0.000245021,0.000245578,0.000227389,0.000165462,7.50E-05,0.000103352,0.000159502,0.000120072,0.000148911,0.000145921,0.000105673,0.000162252,0.000191835,0.000107763,0.000189506,0.00012818
0.000153149,0.000185892,0.000246911,0.00010044,0.000170817,0.00015375,0.000284948,0.000280197,0.000161279,0.000161171,0.000390657,0.000191081,0.000169972,0.000108887,0.000209581,0.000198187,0.000314994,0.000262271,0.000175732,0.000111675,0.000262441,0.000164423,0.000218155,0.000237557,7.70E-05,8.57E-05,0.000146602,0.000195368,0.000143256,0.000258779,0.000157187,0.000150115,0.000153276,0.000190047,0.000230474,0.000307919,0.00024099,0.000151915,7.17E-05,0.00011006,0.000163161,0.000137117,0.000162095,0.000150062,0.000105603,0.000159999,0.000228788,0.000119321,0.000240912,0.000142884
