,aapl.q,amat.q,amd.q,amgn.q,amzn.q,atvi.q,bac.n,c.n,cmcsa.q,csco.q,csx.q,ctsh.q,ebay.q,exc.q,f.n,fast.q,fcx.n,fitb.q,ge.n,gild.q,hban.q,intc.q,jblu.q,jpm.n,ko.n,mdlz.q,mnst.q,mrvl.q,msft.q,mu.q,myl.q,nflx.q,nlok.q,ntap.q,nvda.q,odp.q,on.q,orcl.n,pep.q,pfe.n,qcom.q,rost.q,sbux.q,siri.q,t.n,txn.q,viac.q,wba.q,wfc.n,xom.n
jblu.q,0.00016935540949594943,0.0002086191388343142,0.00027082634907178634,0.00012253105416009738,0.00019476357585280582,0.00016253448783914938,0.0003606080003163689,0.00035406204246733383,0.00018916173847983975,0.00017793371708303696,0.00021815485211027416,0.00022637717055773785,0.00018834052627944957,0.0001069780254491961,0.00027132726434071574,0.00021057993094342767,0.00021706876250889137,0.00037025896233654914,0.00020598655730616884,0.00013438773505783174,0.0003378573782099873,0.00018436509057681395,0.0008046491021684507,0.00030626433114893823,9.142278014690978e-05,0.00010509937631707942,0.000165288149821989,0.00021082109891893335,0.00014318170389799936,0.00030694458572585304,0.00017470490861770313,0.00018681481557403115,0.00015439979880964118,0.00020933036487886476,0.0002493946070735818,0.00042296280116400567,0.00025476541453820943,0.0001577090671967972,8.531354748621638e-05,0.00012850189956075102,0.00016283638372963918,0.00018162538905951584,0.0002144185350198983,0.00019989536807332633,0.00012623551357642457,0.00016336614431393165,0.0002605511552811941,0.0001518880523428095,0.0003134195609111939,0.00010849965681849469
jpm.n,0.00018746039921088077,0.00022764653174839303,0.00027891931806009625,0.0001230637186400752,0.00020585437889489308,0.00016272888058510817,0.0005872623942570151,0.0005617241250809331,0.00021419949523758834,0.00020177623716513776,0.00023755669107117258,0.00022987355402707217,0.00021003566899068852,0.0001152658512252429,0.00025261991941379655,0.00021310469874179664,0.0002997308951652198,0.000534583908604451,0.00025623993242843124,0.00013890885579968384,0.0005218329198187348,0.0001990176632693442,0.00030626433114893823,0.0005443921712566042,9.092352167241144e-05,0.00011305779704006206,0.0001684773196405045,0.00022160767207663398,0.00017360038288766097,0.0003257093932606819,0.00018060334051590046,0.00016713081508699883,0.00018261217946152948,0.00021815343088063202,0.00024651258054048277,0.0004075628204337098,0.00026485999063215085,0.00018600516313649373,8.801894225549797e-05,0.0001414069044952571,0.00018633287439510956,0.00016694156094681953,0.000206534559078015,0.00016455164392243057,0.00014501932262944841,0.00018353580877108022,0.00028190714031197745,0.00014728379733687736,0.00048463904960743614,0.00015874735219857563
ko.n,6.565904332189841e-05,7.129813790977554e-05,8.817953319649437e-05,6.095117145925768e-05,7.615001150044637e-05,6.945113902203566e-05,9.793918571670165e-05,0.00010444051439155786,8.034650783363289e-05,7.633132185826081e-05,7.701698741818168e-05,8.701241292237835e-05,7.378784983215204e-05,7.304882596761605e-05,8.366880248084439e-05,7.392552164152741e-05,0.00010339908071305454,0.00010418232767244223,7.089587047038172e-05,6.902075382463612e-05,8.768976109106755e-05,7.7763146173883e-05,9.142278014690978e-05,9.092352167241144e-05,0.0001147083147870033,6.807452741633574e-05,8.962635481033408e-05,7.061285639110504e-05,7.809895885003238e-05,9.224422921058326e-05,6.496997671762524e-05,5.731637761186965e-05,6.960218664594451e-05,7.608883990691842e-05,8.744688845912562e-05,0.00011523804712350396,8.102223034247042e-05,7.186540593382746e-05,7.275512944242496e-05,6.455077892805396e-05,6.754411668109483e-05,6.311882359108429e-05,7.533745698635846e-05,6.669676792183098e-05,6.527182913653457e-05,6.160082250496578e-05,9.410224432742087e-05,6.245026460019332e-05,9.242488164908983e-05,7.314587409992548e-05
mdlz.q,6.834481999236521e-05,8.711854278561875e-05,0.00010447761976371574,6.816988354899448e-05,8.641853790328266e-05,8.145111017323852e-05,0.00012526652874125444,0.0001290160229707772,9.088143440353123e-05,8.407918597723352e-05,8.565235590208691e-05,9.747399029487034e-05,8.198380243630094e-05,7.487535296874614e-05,9.061116566337778e-05,8.530332822088281e-05,0.00010958363557617123,0.00013494401360171967,8.356874942629161e-05,6.80616390747814e-05,0.00012453381012446965,8.564116893377573e-05,0.00010509937631707942,0.00011305779704006206,6.807452741633574e-05,0.00018968927689858936,9.366483194728892e-05,7.43125091871147e-05,8.097378629221668e-05,0.00011844651896949188,7.823217693109488e-05,7.828723650720843e-05,7.676855650836693e-05,8.454466989649942e-05,9.734686568036569e-05,0.0001343388231536707,0.00010017603296919986,8.118258660653916e-05,6.80070995040234e-05,6.995886878390866e-05,7.633217962364685e-05,7.527740266110826e-05,9.166709560884171e-05,7.31643351773388e-05,6.877130016169621e-05,7.897858097174013e-05,0.00011237738180110535,7.564092196692171e-05,0.000109163255795252,7.885785157634872e-05
mnst.q,0.00014638191284895217,0.00014097481303329044,0.00020560912845890876,8.803383449134524e-05,0.00016479432611547063,0.00012999484890751324,0.00017217060601906295,0.00018724468474865804,0.00013063995198457642,0.00013174826684670532,0.0001466021024118347,0.00017549147124230563,0.0001497580581416483,0.00010429720838125299,0.0001440576546381835,0.00015113687832218076,0.0002007677348977258,0.00020807532034446588,0.00011946042829006511,0.00012175759697706695,0.0002027427496863943,0.00014109150209437693,0.000165288149821989,0.0001684773196405045,8.962635481033408e-05,9.366483194728892e-05,0.0007238374069702071,0.00015981022705396125,0.0001251837773222451,0.00019602928204089055,0.00012374056365020174,0.00013117745323309123,0.00011108015044091239,0.00014274678837108314,0.00022216446649358845,0.00020191272814075798,0.00019251591212385343,0.00013557149501214894,8.302859825483432e-05,9.576442243165143e-05,0.00013619886776636124,0.0001287600654566173,0.00015726636907156406,0.0001313602486752467,9.133406161832003e-05,0.00012432475100566901,0.00016427746998801677,9.799413384233108e-05,0.00015868057722695408,0.00010744882582523486
mrvl.q,0.00020646013094562104,0.0002770623331960538,0.0003915732662781093,0.00011246966002923214,0.00020694203298198392,0.00016788942595525385,0.0002657396619621237,0.000281739862741282,0.00016237276052496802,0.00020631362309088834,0.00019536790406910002,0.00021875092062133595,0.00018253612083314906,8.851430928256839e-05,0.00023186825179168086,0.00018894666690241234,0.0003084858798146644,0.00023866376662042178,0.0001652196736620185,0.0001235370806558373,0.0002530326780592028,0.0002259013204311987,0.00021082109891893335,0.00022160767207663398,7.061285639110504e-05,7.43125091871147e-05,0.00015981022705396125,0.000658187320349694,0.00016513410682714573,0.0003879850760409325,0.00016176598182777966,0.00019162258086589904,0.00019349406539143744,0.00025554779733721265,0.00038511925957232176,0.000287059764466969,0.0003689821718468552,0.00016608904287748006,6.230222486469096e-05,9.929265628738906e-05,0.00021537714671557734,0.00014266059206227317,0.00017706080781590137,0.00018563020430993865,0.00010143765592455016,0.0002434745190888381,0.00022512491942529363,0.00010778408447981066,0.00021891954045186431,0.0001288366443552899
msft.q,0.00014884401203153565,0.00016866674648485276,0.00019903979124728398,0.00010717474336643971,0.0001845271079516767,0.00015285562186545708,0.00020333809631934308,0.00020899763106666035,0.00013300976716289898,0.000162358494140254,0.00014325572354234982,0.00016353860785528384,0.0001516621450087942,9.160948841553861e-05,0.0001560366166259438,0.00014015905262425293,0.00021090026978047276,0.00018827659715341192,0.00012570184303656187,0.00011128101914463878,0.00016929080250338482,0.00016897854183514483,0.00014318170389799936,0.00017360038288766097,7.809895885003238e-05,8.097378629221668e-05,0.0001251837773222451,0.00016513410682714573,0.0002629385226593543,0.00021362148290507088,0.0001232233165989009,0.00014499412523051927,0.00014735224076123062,0.0001702533269012256,0.00021145430590476227,0.00020532234685601304,0.0001875432460219143,0.0001516148472473104,7.23371471425846e-05,9.320329250762253e-05,0.0001419323354374238,0.00010413892085800205,0.00013508633430133122,0.0001123564599441674,9.563301248255084e-05,0.00014264177752432004,0.0001699669949625467,0.0001013321124310609,0.00016927543668840766,0.00012002301035710356
mu.q,0.00024099181099056528,0.0003673992229558436,0.0005324494874475771,0.00014406161928692257,0.0002557868640461867,0.0002267465658501066,0.00040468898009290223,0.0004405262436807584,0.00021393060266996223,0.0002480865110570139,0.00025877895895013526,0.00027876130526516334,0.00025021390138237423,0.00012350714116759887,0.0003064909955889648,0.00023580863868528131,0.00040524948512756724,0.0003819875785153365,0.00022985028650166086,0.0001656102712686959,0.00037776167515701087,0.0002812293218156177,0.00030694458572585304,0.0003257093932606819,9.224422921058326e-05,0.00011844651896949188,0.00019602928204089055,0.0003879850760409325,0.00021362148290507088,0.0010390770568089968,0.00024451073247987263,0.000252278908253248,0.00024022580157797047,0.00030044574296015275,0.0004647523791161683,0.00044049539423330226,0.0004524640484602721,0.0002225469682126432,9.10535126797216e-05,0.0001492866281433223,0.0002601547173314592,0.0001664660978096922,0.00023548171141361682,0.00023759894808095142,0.00013579533750034828,0.0002992125088497787,0.0003236572265948086,0.00016107904896363467,0.00030718299355082346,0.0001689788088008044
myl.q,0.0001258817598137643,0.00015631587286563773,0.0002140188231349829,0.00012131309213521884,0.00012674183067377904,0.0001333807407491649,0.0002198020428469493,0.00023211896989462505,0.00013873176665918949,0.0001239660554006016,0.00015718746687171204,0.00015824388703095357,0.00013170334665112593,9.61337330926542e-05,0.00016257980456572978,0.00014221502056300514,0.0002284412288143332,0.00019818537485761834,0.0001383726818588586,0.00013888180171540396,0.00019938709524480695,0.00012837170079116529,0.00017470490861770313,0.00018060334051590046,6.496997671762524e-05,7.823217693109488e-05,0.00012374056365020174,0.00016176598182777966,0.0001232233165989009,0.00024451073247987263,0.0004880876707251477,0.00013992519748116553,0.00013286517020656975,0.00015577801585917354,0.0001932203017615798,0.0002613817249405072,0.0002034128052988666,0.00013083256325634017,6.359703941692785e-05,0.00011416675739346615,0.00014169272527919576,0.00010425945996169184,0.00013197118058306726,0.0001339584992207772,9.179183239904478e-05,0.00012678338666507368,0.00019030885524368282,0.00011351492694457688,0.00016173061042213126,0.00011867629977873504
nflx.q,0.00016536776045892725,0.00018103137885749294,0.00026368427562489365,0.00010363167884627073,0.0002707349999797656,0.00016040892029454837,0.00020621432886768092,0.00021185532442332574,0.00011960205353281097,0.00014719863504257562,0.00015011546498955146,0.00018164405960780525,0.00018267061915128762,7.706738492214487e-05,0.00016167735542810897,0.00016949421425157705,0.00023062008569948493,0.0001761133746179419,0.00013166020674512338,0.00012470295267747578,0.00017473805002349513,0.0001490039653306993,0.00018681481557403115,0.00016713081508699883,5.731637761186965e-05,7.828723650720843e-05,0.00013117745323309123,0.00019162258086589904,0.00014499412523051927,0.000252278908253248,0.00013992519748116553,0.001031674290379344,0.000131045057459952,0.00018605951062213995,0.0002574464479231575,0.00024155989098727332,0.0002066260962976258,0.0001450452856911539,5.635462288486032e-05,8.88401372746529e-05,0.00013071348982645971,0.00013279012834113355,0.00016000975683953402,0.0001664632504166965,7.279104737579616e-05,0.00015436497416694935,0.00016408157446442834,0.00010999887395973822,0.00014954372362487787,9.942182318112257e-05
nlok.q,0.00013318944236556272,0.00017427260878298184,0.0002213462688519468,9.813500859311547e-05,0.00016853915522233446,0.00014249377173440389,0.0002125738349008418,0.00022730754910607476,0.000147248825307288,0.00015834684832779404,0.00015327595051984678,0.00017021482023732483,0.00015774405516811725,7.984385487364888e-05,0.00015935463250275254,0.00014479105544154658,0.00020549476927556788,0.00020116313758994923,0.00012967026863416008,0.00010705944418366216,0.0001894197408645077,0.0001482480693442794,0.00015439979880964118,0.00018261217946152948,6.960218664594451e-05,7.676855650836693e-05,0.00011108015044091239,0.00019349406539143744,0.00014735224076123062,0.00024022580157797047,0.00013286517020656975,0.000131045057459952,0.0004344680807776202,0.00018146560225336983,0.00023021913789332383,0.0002052577757488126,0.00021931962355623534,0.0001558540669042088,6.453175395227096e-05,8.671415505240331e-05,0.00014183253059495002,0.00011571734564388125,0.00013892758374562175,0.00014166726281599927,9.155390962731646e-05,0.00014299096447496976,0.0001780709875992262,0.00010284763675955192,0.00017913750936094264,0.00011523927678822903
ntap.q,0.00020123444472833495,0.00022455594764179482,0.0002907347897421004,0.00011393730832957708,0.0002002568398804942,0.0001693290980039991,0.0002581722120196461,0.0002651787719489504,0.00016481186784316298,0.0002020405693442785,0.00019004711845351614,0.00021861786189716217,0.00018381936092611728,9.958105652472244e-05,0.00019997482194496056,0.00019260090178215895,0.0002954040561654472,0.0002484056148896501,0.00015924905765479465,0.00012661269211115914,0.00022456597175633103,0.0001905446632215881,0.00020933036487886476,0.00021815343088063202,7.608883990691842e-05,8.454466989649942e-05,0.00014274678837108314,0.00025554779733721265,0.0001702533269012256,0.00030044574296015275,0.00015577801585917354,0.00018605951062213995,0.00018146560225336983,0.0005208438287093605,0.00030198524462593296,0.0003010328193638264,0.0002917005741550694,0.00018372878032183848,6.858898884304158e-05,0.00010755615129869667,0.00019065964048843795,0.0001371276699857126,0.0001584676108421424,0.0001508098920713954,0.00010727900932092222,0.00019107194999691394,0.00020680911404763667,0.00012040922886211927,0.0002122213238102424,0.00013797265254219735
nvda.q,0.00024389405161430097,0.0003287473217200202,0.0004756740096838811,0.00013144079861710577,0.00025594785916531834,0.00023370001238382188,0.0003023863494089235,0.0003146056606848845,0.0001965587973349096,0.0002450212664044793,0.00023047424303153195,0.00026993718759850947,0.0002445400254914981,0.0001157878961476712,0.00025368714641456157,0.0002222647579706079,0.0003620731249772396,0.00027909319515672043,0.00020001603499651783,0.00015818080749188613,0.0002800244848839162,0.0002777026531944813,0.0002493946070735818,0.00024651258054048277,8.744688845912562e-05,9.734686568036569e-05,0.00022216446649358845,0.00038511925957232176,0.00021145430590476227,0.0004647523791161683,0.0001932203017615798,0.0002574464479231575,0.00023021913789332383,0.00030198524462593296,0.0008370407035014355,0.0003466128569948164,0.00042828757798831304,0.00021428791480417473,7.692513847918706e-05,0.00011688243285851972,0.000250180875869041,0.00016664921319079943,0.00020273859886719902,0.00025350317189815785,0.0001309016250050425,0.0002826956613220169,0.00025984381023423875,0.0001304113295396648,0.0002365481206817096,0.0001630090878844525
odp.q,0.0002393975903536054,0.00028855679516822026,0.0004033260313647062,0.0001489719091559051,0.000264139163931872,0.00022924607207814538,0.0004937183366372079,0.0004947349880160459,0.0002465505653662565,0.00024557777509541425,0.0003079190035523096,0.0002935443203625349,0.00027486458230340964,0.0001502428554987003,0.00035023307607336373,0.0003043801083893073,0.0004382329947813268,0.00046709386269070286,0.0002976610159879291,0.00016267799286358154,0.00045443411930785784,0.00024623747393503716,0.00042296280116400567,0.0004075628204337098,0.00011523804712350396,0.0001343388231536707,0.00020191272814075798,0.000287059764466969,0.00020532234685601304,0.00044049539423330226,0.0002613817249405072,0.00024155989098727332,0.0002052577757488126,0.0003010328193638264,0.0003466128569948164,0.0015873676299160914,0.0003539524382687615,0.00024142339295483452,0.00011028704704855301,0.00017070513398615857,0.00022401503207372978,0.00023092190723139096,0.0002885881198759437,0.00022756782089413468,0.00016915448260750236,0.0002356647862044681,0.00042538977019060663,0.00022460910610922418,0.0003844630316682514,0.0001910734628558293
on.q,0.00023370789012082147,0.00032943190639854377,0.00042583297160267517,0.00013229734804882457,0.00023834008549486756,0.00021641775967011346,0.0003271731111427111,0.0003467091835423953,0.00019050839354202027,0.00022738884287449662,0.00024098978170865985,0.00025503571519279027,0.00023324010371862677,0.00010797366249209981,0.00027084389981140735,0.00020904647368220186,0.0003870900730526982,0.00032776364259209055,0.0001993960543816846,0.0001629302160008203,0.0003312259896001094,0.00026004054298407395,0.00025476541453820943,0.00026485999063215085,8.102223034247042e-05,0.00010017603296919986,0.00019251591212385343,0.0003689821718468552,0.0001875432460219143,0.0004524640484602721,0.0002034128052988666,0.0002066260962976258,0.00021931962355623534,0.0002917005741550694,0.00042828757798831304,0.0003539524382687615,0.000797927539275918,0.0001998458140312216,7.146104044298845e-05,0.00012298171245746144,0.0002493291443619853,0.0001612065212424783,0.0001957561899373295,0.000211450693935227,0.00012134651881614643,0.0002884378653568125,0.00028636161464403755,0.0001416751612126362,0.0002530390824737473,0.00016164215287410978
orcl.n,0.0001498858514305069,0.00016774038365133115,0.00020717653833290763,0.00010468408394863879,0.00016153914798667184,0.000147321719514629,0.00021675598101383,0.0002203713041118972,0.0001377939785197162,0.0001654619638565268,0.0001519154830952936,0.00018436024502803899,0.0001575513053081238,9.277367857004828e-05,0.00016102007101611665,0.00015507823004738282,0.00022230117628603124,0.00020610513644039538,0.00013990037014351318,0.00011663190977092026,0.0001855758035147921,0.00015744309834065523,0.0001577090671967972,0.00018600516313649373,7.186540593382746e-05,8.118258660653916e-05,0.00013557149501214894,0.00016608904287748006,0.0001516148472473104,0.0002225469682126432,0.00013083256325634017,0.0001450452856911539,0.0001558540669042088,0.00018372878032183848,0.00021428791480417473,0.00024142339295483452,0.0001998458140312216,0.0002751800800693434,6.860711979935001e-05,9.588880338190247e-05,0.00015131256516906933,0.00010987162481478556,0.0001388572741452635,0.00012445241175499828,9.937522976419824e-05,0.0001461147255892649,0.0001726968849176889,0.0001023764238337022,0.00016983901686162245,0.00012171606827560386
pep.q,6.065544032418216e-05,6.921221992873707e-05,7.769459881376468e-05,5.985035832074675e-05,7.400479521744249e-05,6.994498497307915e-05,9.064319330527898e-05,9.847962288701838e-05,7.685637017546368e-05,7.500798562266647e-05,7.174662582196435e-05,8.228196716491026e-05,6.575280037928935e-05,6.876669836867166e-05,7.107977013527672e-05,7.319334043231465e-05,9.377919536874765e-05,9.252436567259181e-05,6.680273888211546e-05,5.963177907607289e-05,7.637067219663688e-05,7.3668347372774e-05,8.531354748621638e-05,8.801894225549797e-05,7.275512944242496e-05,6.80070995040234e-05,8.302859825483432e-05,6.230222486469096e-05,7.23371471425846e-05,9.10535126797216e-05,6.359703941692785e-05,5.635462288486032e-05,6.453175395227096e-05,6.858898884304158e-05,7.692513847918706e-05,0.00011028704704855301,7.146104044298845e-05,6.860711979935001e-05,0.0001041807987372329,6.018088575633656e-05,6.621162047138985e-05,5.557404078886422e-05,7.456934704285742e-05,6.188887606777857e-05,5.9546656337002985e-05,6.1450984898523e-05,8.800416811134107e-05,6.213983482409005e-05,8.214017608211274e-05,6.863664750740277e-05
pfe.n,8.722904798558924e-05,9.824057271490791e-05,0.0001295387343489717,0.00010053400654135606,0.00010611516836445012,8.376098494456152e-05,0.00017422893460301449,0.00017017654411904772,0.00010752225687853725,0.00010335166105077677,0.00011005979013047378,0.00011725613714130676,0.00010345660924488229,7.760556897001004e-05,0.00011069727161431986,0.00010290097894766037,0.00014110477796367668,0.00016830045121955513,0.00010935910110796988,0.0001007095428570222,0.00016444951063103897,0.00010289897987782351,0.00012850189956075102,0.0001414069044952571,6.455077892805396e-05,6.995886878390866e-05,9.576442243165143e-05,9.929265628738906e-05,9.320329250762253e-05,0.0001492866281433223,0.00011416675739346615,8.88401372746529e-05,8.671415505240331e-05,0.00010755615129869667,0.00011688243285851972,0.00017070513398615857,0.00012298171245746144,9.588880338190247e-05,6.018088575633656e-05,0.0001819263308950358,9.377007270757025e-05,8.315924164953969e-05,0.00010034150260035491,8.63720491855073e-05,8.057983982062091e-05,8.848691495867468e-05,0.00013630311083046416,8.258965950388002e-05,0.00014382195821995743,9.768300150585571e-05
qcom.q,0.00016860048456933128,0.00019938628273986,0.00024089414207758978,0.00010998084189957526,0.00018221712309145538,0.00014908191059261492,0.00020867606952578013,0.0002237515770944595,0.00014616729594913805,0.00015950209413497938,0.00016316122795944463,0.000168883189640976,0.00017568980301307477,9.066237772258595e-05,0.00015760944731543747,0.0001590461119360242,0.00025037372975766724,0.00020759108526909506,0.0001442613757743286,0.00011708194531782486,0.00018928150850756344,0.00017134284285673991,0.00016283638372963918,0.00018633287439510956,6.754411668109483e-05,7.633217962364685e-05,0.00013619886776636124,0.00021537714671557734,0.0001419323354374238,0.0002601547173314592,0.00014169272527919576,0.00013071348982645971,0.00014183253059495002,0.00019065964048843795,0.000250180875869041,0.00022401503207372978,0.0002493291443619853,0.00015131256516906933,6.621162047138985e-05,9.377007270757025e-05,0.00037768577258315663,0.00011579808445973675,0.00013451913722989804,0.00012388285785077326,9.666332590300363e-05,0.00017061687565982417,0.00017965958585897232,0.0001063477160402127,0.00017958339366538643,0.00012472726515126812
rost.q,0.00011659614482752952,0.00013400453224785008,0.0001569078879052731,8.524392251599821e-05,0.0001426049232944885,0.00011065825412344407,0.00018183399069221008,0.00018658539597032564,0.0001245225668479023,0.00012007248199275258,0.00013711727477561225,0.00013314438186238142,0.00013302838809123955,7.509145779430839e-05,0.00014756607915836174,0.00014752951556212788,0.00016101076400393187,0.00018048159682758567,0.0001169638976628121,9.636771554835017e-05,0.0001870853212163947,0.000122865146429276,0.00018162538905951584,0.00016694156094681953,6.311882359108429e-05,7.527740266110826e-05,0.0001287600654566173,0.00014266059206227317,0.00010413892085800205,0.0001664660978096922,0.00010425945996169184,0.00013279012834113355,0.00011571734564388125,0.0001371276699857126,0.00016664921319079943,0.00023092190723139096,0.0001612065212424783,0.00010987162481478556,5.557404078886422e-05,8.315924164953969e-05,0.00011579808445973675,0.00029500533972715644,0.0001447866143079901,0.00011737336914060346,8.378633078674131e-05,0.000113478803018112,0.00015893228724309617,0.0001030316359385353,0.00016435162010588155,9.598360753523072e-05
sbux.q,0.00014197208789029492,0.00016311762236655066,0.0002088518231113917,0.00010270527138829115,0.00018360246496152045,0.00013927146472311538,0.00024248438778144663,0.00024451545587492944,0.0001408946003851972,0.0001489112429464058,0.0001620952283170014,0.00018183765053040118,0.0001592120778333419,9.070484229615146e-05,0.0001863159624449344,0.0001666395672730353,0.00019937761943557042,0.00022577266839553782,0.00015380058183717485,0.00011015165782555875,0.00023278599536657644,0.0001449938149375579,0.0002144185350198983,0.000206534559078015,7.533745698635846e-05,9.166709560884171e-05,0.00015726636907156406,0.00017706080781590137,0.00013508633430133122,0.00023548171141361682,0.00013197118058306726,0.00016000975683953402,0.00013892758374562175,0.0001584676108421424,0.00020273859886719902,0.0002885881198759437,0.0001957561899373295,0.0001388572741452635,7.456934704285742e-05,0.00010034150260035491,0.00013451913722989804,0.0001447866143079901,0.0003409232323035412,0.000153525469558236,9.230068966817945e-05,0.0001396183714881261,0.00021686727352977607,0.00010920477129014516,0.00020744208220495336,0.00010616069901011299
siri.q,0.00014252615939077442,0.0001499021525115128,0.00027299271250735976,6.677058454344404e-05,0.000161033100815443,0.00012452962799063547,0.00021713286385536035,0.00027317852521902426,0.0001404804041918115,0.00014592134069343974,0.0001500616054035987,0.00016863303410793564,0.00014330605572916236,6.94588248892384e-05,0.00021511760297821504,0.00013699149544372111,0.0002419125718591536,0.00017382183087897681,0.0001313534672822752,8.97294117695658e-05,0.00019173418213511666,0.0001342316751310805,0.00019989536807332633,0.00016455164392243057,6.669676792183098e-05,7.31643351773388e-05,0.0001313602486752467,0.00018563020430993865,0.0001123564599441674,0.00023759894808095142,0.0001339584992207772,0.0001664632504166965,0.00014166726281599927,0.0001508098920713954,0.00025350317189815785,0.00022756782089413468,0.000211450693935227,0.00012445241175499828,6.188887606777857e-05,8.63720491855073e-05,0.00012388285785077326,0.00011737336914060346,0.000153525469558236,0.0011568089408874524,9.85383686963585e-05,0.00014765957356009082,0.00020464067775791323,7.741905093693189e-05,0.00015884618408944522,0.00010483706974663037
t.n,9.541393828820255e-05,0.00010488092627174077,0.00012292520082056,7.45513290346893e-05,0.00010441961423814519,9.041062742432664e-05,0.00016807078779806765,0.0001728469559532973,0.00012172492314319374,0.00010567340159084534,0.0001056025472172515,0.00012042283214615514,0.00010608848880527176,8.742574260643003e-05,0.00012268625567037774,0.00010151323411623583,0.00015530857776190947,0.00016742241606239238,0.00010554582589262154,8.202355666472529e-05,0.0001608671924886005,0.00010336976676204812,0.00012623551357642457,0.00014501932262944841,6.527182913653457e-05,6.877130016169621e-05,9.133406161832003e-05,0.00010143765592455016,9.563301248255084e-05,0.00013579533750034828,9.179183239904478e-05,7.279104737579616e-05,9.155390962731646e-05,0.00010727900932092222,0.0001309016250050425,0.00016915448260750236,0.00012134651881614643,9.937522976419824e-05,5.9546656337002985e-05,8.057983982062091e-05,9.666332590300363e-05,8.378633078674131e-05,9.230068966817945e-05,9.85383686963585e-05,0.00017299055827197542,9.281574270827833e-05,0.00013980367673994246,8.081641202302036e-05,0.00014076211589421434,0.00010182717589212912
txn.q,0.00015752910900826143,0.00023439026451532228,0.00028263271083690854,0.00010358609811451106,0.00016385098483304264,0.0001479891069341805,0.00020860408583607404,0.00022014430259927287,0.00013492514083541984,0.00016225229606356764,0.00015999870437433705,0.00017648180222201048,0.00016202591738870124,8.034369287165458e-05,0.0001691865837639992,0.00015437356969454476,0.00023339920121143406,0.00019467158998967966,0.00013600230756716364,0.00010579118964522271,0.000195072274463537,0.00019844900394360828,0.00016336614431393165,0.00018353580877108022,6.160082250496578e-05,7.897858097174013e-05,0.00012432475100566901,0.0002434745190888381,0.00014264177752432004,0.0002992125088497787,0.00012678338666507368,0.00015436497416694935,0.00014299096447496976,0.00019107194999691394,0.0002826956613220169,0.0002356647862044681,0.0002884378653568125,0.0001461147255892649,6.1450984898523e-05,8.848691495867468e-05,0.00017061687565982417,0.000113478803018112,0.0001396183714881261,0.00014765957356009082,9.281574270827833e-05,0.0003003977938685571,0.00017886948885360092,9.970400447636299e-05,0.00017214648262415912,0.0001148327391446316
viac.q,0.00017068308234103038,0.00021225755230168392,0.00028688958622857536,0.00012352455639847896,0.00021218412423359192,0.00016394704233665193,0.0003726225742802656,0.00038335793711720043,0.0002225099495512971,0.0001918345553712544,0.00022878764276691054,0.00021693535916565555,0.00020031284586960807,0.0001270397151105586,0.0002601931464358638,0.00020396350585117536,0.000314376412147592,0.0003607982309992772,0.00021739730536933117,0.0001309610206017629,0.00036563169792374933,0.00018369774792219163,0.0002605511552811941,0.00028190714031197745,9.410224432742087e-05,0.00011237738180110535,0.00016427746998801677,0.00022512491942529363,0.0001699669949625467,0.0003236572265948086,0.00019030885524368282,0.00016408157446442834,0.0001780709875992262,0.00020680911404763667,0.00025984381023423875,0.00042538977019060663,0.00028636161464403755,0.0001726968849176889,8.800416811134107e-05,0.00013630311083046416,0.00017965958585897232,0.00015893228724309617,0.00021686727352977607,0.00020464067775791323,0.00013980367673994246,0.00017886948885360092,0.0005624585788273067,0.00014343359112370423,0.00030333519545508604,0.00016437577285037194
wba.q,0.00010231619525365027,0.00011795052413381062,0.00013604245215111674,9.306533008453181e-05,0.00011859640531381627,0.00010714069799039655,0.00016003448699426838,0.000158246484692274,0.00011807723089018653,0.00010776323244267095,0.00011932103775946143,0.00012501003006032654,0.0001125903102387206,7.650455607493336e-05,0.00012159159338292629,0.0001263652301313149,0.00014433772919390128,0.00016412320065398297,0.00011080886645574466,9.329497742446518e-05,0.00015133281892806122,0.00010849833488527884,0.0001518880523428095,0.00014728379733687736,6.245026460019332e-05,7.564092196692171e-05,9.799413384233108e-05,0.00010778408447981066,0.0001013321124310609,0.00016107904896363467,0.00011351492694457688,0.00010999887395973822,0.00010284763675955192,0.00012040922886211927,0.0001304113295396648,0.00022460910610922418,0.0001416751612126362,0.0001023764238337022,6.213983482409005e-05,8.258965950388002e-05,0.0001063477160402127,0.0001030316359385353,0.00010920477129014516,7.741905093693189e-05,8.081641202302036e-05,9.970400447636299e-05,0.00014343359112370423,0.00026812411882130345,0.00014025731813591108,9.17055605661686e-05
